MAL_ID,Name,Score,Genres,sypnopsis
44044,Jimihen!!: Jimiko wo Kaechau Jun Isei Kouyuu!!,6.12,"Romance, Ecchi","The story follows Rena Yukuhasahi, a reserved office lady and Ryouhei Hachiya, a businessman and fellow colleague. Yukuhasahi appears to be the most reserved girl in the company, but becomes a super beautiful woman when she dresses up. Flustered in the presence of her transformed self, Hachiya insists on taking her out, only to find themselves in front of a love hotel. (Source: MAL News) The standard TV version of the anime debuted on January 4 at 1:00 a.m. on Tokyo MX, while the complete version streamed on the ComicFesta Anime Zone website. This entry reflects standard TV version of the anime."
44062,Chu Feng: Yi Dian Zhi Zi,Unknown,"Action, Sci-Fi, Romance, Fantasy, Mecha","Ordinary high school student Haoxuan Sun was taken hostage in a seemingly robbery and rescued by a girl wearing winged battledress with bee bionics designs. Haoxuan Sun’s peaceful life was stirred by the girl – human bioengineering weapon Vanguard Liuli. Discovered that he is the ""Son of Eden"" wanted by all the great powers, Haoxuan Sun and Liuli have been searching for the truth and fight against the so-called destiny. At the same time, people around Haoxuan Sun, senpai Ye Bai who he has a crash on, his best friend, and many others, were discovered to have a second identities. The new BEE anime is based on the original manga plot. In addition, BEE manga's author Baimao personally joined the production team. The new BEE will also include two subplots entirely new to the viewers. (Source: u17)"
44097,Huyao Xiao Hongniang: Mu Tiancheng,Unknown,"Comedy, Historical, Supernatural, Drama, Romance",The tenth season of Huyao Xiao Hongniang .
44203,Seirei Gensouki,Unknown,"Action, Adventure, Harem, Drama, Romance, Fantasy","makawa Haruto is a young man who died before reuniting with his childhood friend who disappeared five years ago. Rio is a boy living in the slums who wants revenge for his mother who was murdered in front of him when he was five years old. Earth and another world. Two people with completely different backgrounds and values. For some reason, the memories and personality of Haruto who should've died is resurrected in Rio's body. As the two are confused over their memories and personalities fusing together, Rio decides to live in this new world. Along with Haruto's memories, Rio awakens an unknown ""special power,"" and it seems that if he uses it well, he can live a better life. But before that, Rio encounters a kidnapping that turns out to be of a princess of the Bertram Kingdom that he lives in. After saving the princess, Rio is given a scholarship at the Royal Academy, a school for the rich and powerful. Being a poor orphan in a school of nobles turns out to be an extremely detestable place to be. (Source: MU)"
44204,Kyokou Suiri 2nd Season,Unknown,"Mystery, Demons, Supernatural, Romance, Shounen",Second season of Kyokou Suiri .
44221,Xie Wang Zhui Qi Zhi Yishi Qingcheng,7.1,"Action, Comedy, Drama, Romance, Martial Arts, Fantasy","The well-known special agent, Su Luo, was betrayed and killed. And before she knew it, she was reborn as the most useless Fourth Lady in Su Residence within Bi Luo Land. The public despised her and scorned her, and Lord Jin is the only person who's trying to pursue her. With the help of Lord Jin, Su Luo went to participate in a test in the Holy Temple. They realized that Su Luo is a rare talent. Numerous factions and people tried to stop Su Luo from growing stronger for their own benefit. And, her mysterious identity will be revealed soon. (Source: iQIYI)"
44412,Doupo Cangqiong 4th Season,Unknown,"Action, Adventure, Demons, Supernatural, Romance, Martial Arts, Fantasy",Fourth season of Doupo Cangqiong .
44516,Koroshi Ai,Unknown,"Action, Romance, Josei","The silent and stoic Chateau Dankworth is a bounty hunter. Her target: Son Ryang-ha, a notorious killer known for killing 18 high-class officials in a single night. To this day, his murders remain swift, efficient, and bloody. However, after Son Ryang-ha overpowers Chateau in their first encounter, he reveals his own intentions: he too is after her, aiming for her heart. Son Ryang-ha's attempts to catch her eye are quite unique, to say the least. He offers gifts to her in the form of her current targets, tied up and battered, and will do anything to spend more time together. Reluctantly, Chateau goes along with this act, and so begins the cat-and-mouse game of love between two killers."
44524,Isekai Meikyuu de Harem wo,Unknown,"Action, Adventure, Harem, Romance, Fantasy","Struggling with life and society, high school student Michio Kaga wanders about the Internet and lands on an odd website. The website, featuring a number of questions and a point based system, allows one to create skills and abilities for a character. Upon completing his character, Kaga was transported to a game-like fantasy world and reborn as a strong man who can claim idol-level girls. Thus begins the cheat and harem legend of a reborn man! (Source: MAL News)"
45055,Taishou Otome Otogibanashi,Unknown,"Slice of Life, Comedy, Historical, Romance, Shounen","Tamahiko Shima is the youngest son of the powerful and wealthy Shima family. Blessed with great fortune since his childhood, he grew up wanting nothing but affection from his oftentimes distant family. After losing his mother and crippling his dominant arm in an accident, Tamahiko fell into deep despair and is cast aside by his own father for his handicap. Condemned to live isolated in the countryside where he would not bring shame to his family's name, he resigned himself to dying alone—until one day, a young girl named Yuzuki Tachibana appeared on his doorstep, proclaiming that Tamahiko's father sent her to be his bride. As she takes care of Tamahiko, Yuzuki brings a feeling of springtime into Tamahiko's dreary life, allowing him to gradually heal from the deep emotional scars of his youth. Their lives slowly intertwine as both Tamahiko and Yuzuki taste the fruits of their first love."
45196,Wan Jie Fa Shen,Unknown,"Adventure, Romance, Martial Arts, Fantasy","he end of the calendar 2020, the continent of Stern, which has reached the end of civilization due to the exhaustion of magic elements, ushered in the destruction of the continent under the void storm. Ye Xuan, the last god of law in the mainland, unexpectedly awakened in the era of the prosperous magic civilization three thousand years ago and became an ordinary student at the Sith Magic Academy on the border of the Kingdom of Orlando in the northwest of the mainland. In order to save the mainland and prevent the end from coming, Ye Xuan began to explore the mystery of the dark turmoil that led to the depletion of magical elements in the mainland three thousand years ago, to prevent the mainland crisis. (Source: Donghua Info)"
45598,Tonikaku Kawaii: Kaisou,6.92,"Comedy, Romance, Shounen",cap of all 12 episodes of Tonikaku Kawaii .
45604,Jaku-Chara Tomozaki-kun OVA,Unknown,"Drama, Romance, School",OVAs included in the third and fourth Blu-ray/DVD volumes.
45613,Kawaii dake ja Nai Shikimori-san,Unknown,"Slice of Life, Comedy, Romance","Shikimori seems like the perfect girlfriend: cute, fun to be around, sweet when she wants to be... but she has a cool dark side that comes out under the right circumstances. And her boyfriend Izumi loves to be around when that happens! (Source: Kodansha Comics)"
45653,Soredemo Ayumu wa Yosetekuru,Unknown,"Slice of Life, Comedy, Romance, School, Shounen","On a whim, first-year Ayumu Tanaka quits the Kendo Club to join the illegitimate Shogi Club. Urushi Yaotome, the president of the club and a master of shogi, is thrilled to finally have a playing partner. As Ayumu's upperclassman, Urushi endeavors to be his shogi mentor and student role model. Too often, however, she finds herself blushing with embarrassment! Stone-faced and honest, Ayumu sees no issue with calling Urushi ""cute."" Although Ayumu likes her, he refrains from confessing and promises himself to first beat her in a game of shogi. Through school life and shogi games, the two students have many hilarious and heart-warming adventures. Ayumu enjoys every second with Urushi, but he is still a long way from beating her in shogi. With the commitment he made to himself, will Ayumu ever get the chance to confess his feelings to Urushi?"
46422,Niehime to Kemono no Ou,Unknown,"Romance, Fantasy, Shoujo","Saliphie is the 99th female human sacrifice to be eaten for the King of the Beast and Demons, but despite that she is not in the least afraid since she has never had a family nor a home to lose, so she takes a positive attitude and no longer worries about being eaten. The King finds her amusing and lets her stay by his side until the time of her death. This leads her to find out the truth about the King of the Beast and Demons, and she ends up as the King's Consort despite being a female human. This leads other beasts and demons to be mad, but the king being powerful enough they shut up. This is how Saliphie turns to be the first human queen of the demons and beasts. (Source: MU)"
46471,"Tantei wa Mou, Shindeiru.",Unknown,"Mystery, Comedy, Drama, Romance","Kimizuka Kimihiko is a crisis-magnet. From getting caught up in a crime scene to accidentally witnessing a drug deal, trouble seems to find him around every corner. So it is no surprise when his rather mundane flight suddenly enters a state of emergency with a dire need of a detective onboard. Unfortunately, his attempt at avoiding trouble is foiled by a beautiful girl with silver hair who goes by the codename Siesta. Declaring herself a detective, she unceremoniously drags Kimizuka into the case as her assistant. That incident spelled the beginning of an adventure around the globe that went beyond his wildest imagination. Putting their lives on the line, the two took down criminal organizations, prevented disasters, and saved thousands. But the curtain closed to their epic journey with Siesta's untimely death three years later. Resolving to live an ordinary high school life this time, Kimizuka spends a year maintaining a low profile. However, as fate would have it, a girl with an uncanny resemblance to Siesta comes crashing into his life, threatening to throw his peaceful days into disarray."
